complaint_id,date_received,product,issue,regulation,company,company_size,state,submitted_via,consumer_consent,narrative,disputed_amount,company_response,timely_response,consumer_disputed
C3104173,2023-05-09,Credit card,Getting a credit card,REG_Z,MERIDIAN NATIONAL BANK,large,MI,Web,Consent provided,I have kept records of every call. I am asking for $61.24 to be returned to me. this has been going on since 2023-02-18. my application was declined and I got no adverse action notice. I contacted the company on 2023-02-18 and got nowhere.,61.24,Closed with monetary relief,Yes,No
C3104767,2023-05-09,Prepaid card,Trouble using your card,REG_E,MERIDIAN NATIONAL BANK,large,AZ,Phone,Consent provided,I want this resolved before it affects my credit. my prepaid card was declined although it had a balance. I am a customer of 3 years and this is how I am treated. I contacted the company on 2023-03-15 and got nowhere.,143.21,Closed without relief,Yes,No
C3107005,2023-05-09,Checking or savings account,Managing an account,REG_E,CROWN SAVINGS & TRUST,large,GA,Phone,Consent provided,my direct deposit went to the wrong account. the amount involved is $10.87. I have disputed this 6 times now. I have been given a different answer every time I call.,10.87,Closed with monetary relief,Yes,No
C3107620,2023-05-09,Credit reporting,Incorrect information on your report,FCRA,NORTHSTAR RECOVERY LLC,small,OH,Phone,Consent provided,the response I received was a form letter. I have sent documents twice and they say they never arrived. there are charges on my account I did not authorize. the balance being reported is wrong.,,Closed without relief,Yes,Yes
C3108415,2023-05-09,Checking or savings account,Closing an account,REG_E,PACIFIC UNION BANCORP,large,NY,Phone,Consent provided,I need this corrected in writing. my account has been affected since 2023-03-23. the account was closed while a dispute was still open. I want this resolved before it affects my credit. the company says it is following its policy but will not show me the policy.,45.68,Closed with monetary relief,Yes,No
C3108446,2023-05-09,Checking or savings account,Managing an account,REG_E,ATLAS FINANCIAL GROUP,large,FL,Web,Consent provided,I have been given a different answer every time I call. my direct deposit went to the wrong account. the representative put me on hold for over an hour. the fee involved was $226.40. the bank changed my account terms without notice.,226.4,Closed with monetary relief,Yes,Yes
C3108457,2023-05-09,Checking or savings account,Problem with a lender or other company charging your account,REG_E,NORTHSTAR RECOVERY LLC,small,NC,Postal mail,Consent provided,a company debited my account after I revoked authorisation. I was transferred between 3 departments. the company says it is following its policy but will not show me the policy. this has been going on since 2023-02-14.,65.03,Closed with non-monetary relief,Yes,No
C3100442,2023-05-10,Debt collection,Communication tactics,FDCPA,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,the collector called me repeatedly in a single day. nobody would escalate my case. my account has been affected since 2023-04-01. I was transferred between 7 departments. I asked for a supervisor and was refused. they contacted me at work after I told them to stop.,,Closed with monetary relief,Yes,Yes
C3100445,2023-05-10,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,BLUE RIDGE COLLECTIONS,mid,AZ,Referral,Consent provided,I was transferred between 6 departments. my account has been affected since 2023-04-07. I have disputed this 6 times now. this is causing me real financial hardship. I received a form letter saying the item was verified. an account on my credit report is not mine.,,Closed with explanation,Yes,Yes
C3100840,2023-05-10,Credit card,Getting a credit card,REG_Z,PACIFIC UNION BANCORP,large,TX,Web,Consent provided,I have called 8 times about this. the online portal does not show the case at all. my application was declined and I got no adverse action notice.,60.97,Closed with explanation,Yes,No
C3101180,2023-05-10,Credit reporting,Incorrect information on your report,FCRA,BLUE RIDGE COLLECTIONS,mid,NY,Web,Consent provided,the balance being reported is wrong. the online portal does not show the case at all. I contacted the company on 2023-04-26 and got nowhere. I have called 4 times about this.,,Closed with explanation,Yes,No
C3102059,2023-05-10,Checking or savings account,Managing an account,REG_E,ATLAS FINANCIAL GROUP,large,TX,Phone,Consent provided,I could not get into online banking for days. the company closed my case without telling me. the amount involved is $195.51. the company says it is following its policy but will not show me the policy.,195.51,Closed with monetary relief,Yes,No
C3103763,2023-05-10,Checking or savings account,Problem caused by your funds being low,REG_E,CEDAR POINT LENDING,small,PA,Web,Consent provided,I was transferred between 4 departments. the approval terms are not the terms that were advertised. I was charged several overdraft fees in one day. the company closed my case without telling me. I filed this complaint because the company stopped responding.,72.57,Closed with explanation,Yes,No
C3104023,2023-05-10,Checking or savings account,Managing an account,REG_E,BLUE RIDGE COLLECTIONS,mid,VA,Fax,Consent provided,I want an explanation of how the amount was calculated. this has been going on since 2023-02-12. my direct deposit went to the wrong account. I could not get into online banking for days.,109.66,Closed with monetary relief,Yes,No
C3106723,2023-05-10,Credit card,Problem with a purchase shown on your statement,REG_Z,CROWN SAVINGS & TRUST,large,TX,Phone,Consent provided,the merchant billed me for goods that never arrived. I contacted the company on 2023-04-03 and got nowhere. my account has been affected since 2023-04-03. I asked for a supervisor and was refused.,193.07,Closed without relief,Yes,Yes
C3107252,2023-05-10,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,ATLAS FINANCIAL GROUP,large,IL,Phone,Consent provided,the furnisher verified the item without looking at my documents. the same error came back after it was deleted. I am a customer of 8 years and this is how I am treated. this is causing me real financial hardship.,,Closed with monetary relief,Yes,No
C3101859,2023-05-11,Credit card,Charged fees or interest you didn't expect,REG_Z,ATLAS FINANCIAL GROUP,large,VA,Web,Consent provided,I want this resolved before it affects my credit. I filed this complaint because the company stopped responding. the promotional rate ended earlier than I was told. I was billed twice for the same purchase. the response I received was a form letter.,102.07,Closed with non-monetary relief,Yes,No
C3102625,2023-05-11,Checking or savings account,Problem with a lender or other company charging your account,REG_E,NORTHSTAR RECOVERY LLC,small,NY,Web,Consent provided,the recurring payment kept coming after I cancelled. I need this corrected in writing. I filed this complaint because the company stopped responding.,49.32,Closed with non-monetary relief,Yes,Yes
C3103210,2023-05-11,Debt collection,Written notification about debt,FDCPA,HARBOR CREDIT UNION,mid,NJ,Phone,Consent provided,the company says it is following its policy but will not show me the policy. the recipient never got the funds and I was not refunded. the amount involved is $32.21. I never received a validation notice after the first contact.,,Closed with non-monetary relief,Yes,No
C3103275,2023-05-11,Credit card,"Other features, terms, or problems",REG_Z,CROWN SAVINGS & TRUST,large,NJ,Referral,Consent provided,the company acknowledged the problem on the phone but not in writing. a benefit I was promised at application does not exist. I want an explanation of how the amount was calculated.,33.74,Closed without relief,Yes,No
C3104885,2023-05-11,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,I filed this complaint because the company stopped responding. the fee involved was $221.85. someone used my debit card without my permission. I asked for a supervisor and was refused.,221.85,Closed with explanation,Yes,No
C3105685,2023-05-11,Checking or savings account,Confusing or missing disclosures,REG_E,CEDAR POINT LENDING,small,MA,Web,Consent provided,I have been given a different answer every time I call. I want an explanation of how the amount was calculated. I was not given a change in terms notice. the company closed my case without telling me. the response I received was a form letter. the fee schedule was never given to me before the account opened.,428.77,Closed with explanation,Yes,No
C3107288,2023-05-11,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,ATLAS FINANCIAL GROUP,large,MI,Web,Consent provided,I have disputed this 4 times now. I have sent documents twice and they say they never arrived. there are charges on my account I did not authorize. I am asking the regulator to look at this. I contacted the company on 2023-03-25 and got nowhere.,29.96,Closed with explanation,Yes,No
C3101192,2023-05-12,Checking or savings account,Closing an account,REG_E,BLUE RIDGE COLLECTIONS,mid,TX,Web,Consent provided,I have called 6 times about this. the account was closed while a dispute was still open. I am asking the regulator to look at this.,83.43,Untimely response,No,No
C3103764,2023-05-12,Credit card,Charged fees or interest you didn't expect,REG_Z,VERITY DATA SOLUTIONS,small,NY,Phone,Consent provided,the promotional rate ended earlier than I was told. I was charged interest despite paying the balance in full. the company closed my case without telling me. the response I received was a form letter. I have sent documents twice and they say they never arrived.,25.05,Untimely response,No,No
C3105018,2023-05-12,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,I need this corrected in writing. the transfer was promised in minutes and took days. the company closed my case without telling me.,349.08,Closed with monetary relief,Yes,No
C3105152,2023-05-12,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,CROWN SAVINGS & TRUST,large,VA,Web,Consent provided,there are charges on my account I did not authorize. I want this resolved before it affects my credit. the transfer could not be recalled once it left my account. I contacted the company on 2023-05-01 and got nowhere. I am asking for $105.71 to be returned to me.,105.71,Closed without relief,Yes,No
C3106541,2023-05-12,Credit reporting,Incorrect information on your report,FCRA,CROWN SAVINGS & TRUST,large,AZ,Referral,Consent provided,the online portal does not show the case at all. the representative put me on hold for over an hour. I contacted the company on 2023-03-09 and got nowhere. this is causing me real financial hardship.,,Closed with explanation,Yes,Yes
C3100180,2023-05-13,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,BLUE RIDGE COLLECTIONS,mid,OH,Web,Consent provided,the response I received was a form letter. the online portal does not show the case at all. I asked for a supervisor and was refused. I received a form letter saying the item was verified.,,Closed with explanation,Yes,No
C3100916,2023-05-13,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,MA,Web,Consent provided,the company closed my case without telling me. I filed this complaint because the company stopped responding. there are charges on my account I did not authorize. provisional credit was never applied while the investigation ran.,31.6,Closed with explanation,Yes,No
C3105482,2023-05-13,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,MERIDIAN NATIONAL BANK,large,OH,Phone,Consent provided,nobody would escalate my case. I asked for a supervisor and was refused. this is causing me real financial hardship. I reported the scam the same day and the funds were already gone.,53.03,Closed with explanation,Yes,Yes
C3106143,2023-05-13,Checking or savings account,Problem caused by your funds being low,REG_E,BLUE RIDGE COLLECTIONS,mid,AZ,Web,Consent provided,the response I received was a form letter. I have kept records of every call. I was charged interest despite paying the balance in full. the representative put me on hold for over an hour. an overdraft fee hit a transaction authorized on a positive balance. I have called 9 times about this.,58.75,Closed with monetary relief,Yes,No
C3108544,2023-05-13,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,CROWN SAVINGS & TRUST,large,NY,Web,Consent provided,provisional credit was never applied while the investigation ran. I filed this complaint because the company stopped responding. this has been going on since 2023-03-04. the amount involved is $376.25. I was transferred between 9 departments.,376.25,Closed with monetary relief,Yes,No
C3101825,2023-05-14,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,WA,Referral,Consent provided,I am asking for $258.00 to be returned to me. there are charges on my account I did not authorize. I am asking the regulator to look at this.,258.0,Closed without relief,Yes,No
C3103946,2023-05-14,Debt collection,Written notification about debt,FDCPA,SUMMIT CARD SERVICES,mid,NC,Phone,Consent provided,I want an explanation of how the amount was calculated. the company closed my case without telling me. the online portal does not show the case at all. I was transferred between 9 departments. they could not produce validation of the debt. the collector is chasing a debt that was already paid.,,Closed with explanation,Yes,No
C3104149,2023-05-14,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,MERIDIAN NATIONAL BANK,large,AZ,Web,Consent provided,I contacted the company on 2023-04-09 and got nowhere. I was told someone would call back and nobody did. I filed this complaint because the company stopped responding. there are charges on my account I did not authorize. the bank changed my account terms without notice. my account has been affected since 2023-04-09.,115.72,Closed with explanation,Yes,Yes
C3104154,2023-05-14,Credit reporting,Incorrect information on your report,FCRA,SUMMIT CARD SERVICES,mid,WA,Postal mail,Consent provided,an account on my credit report is not mine. the balance being reported is wrong. the amount involved is $250.98. the fee involved was $250.98.,,Closed with explanation,Yes,No
C3107897,2023-05-14,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,VA,Web,Consent provided,the item went back but the credit never appeared. the company says it is following its policy but will not show me the policy. I contacted the company on 2023-03-22 and got nowhere.,59.07,Closed with monetary relief,Yes,No
C3108013,2023-05-14,Checking or savings account,Confusing or missing disclosures,REG_E,HARBOR CREDIT UNION,mid,PA,Postal mail,Consent provided,I have sent documents twice and they say they never arrived. I received a letter that did not address what I asked. I was transferred between 5 departments. the company acknowledged the problem on the phone but not in writing. the amount involved is $115.01.,115.01,Untimely response,No,No
C3108065,2023-05-14,Checking or savings account,Problem with a lender or other company charging your account,REG_E,ATLAS FINANCIAL GROUP,large,WA,Referral,Consent provided,I was transferred between 4 departments. the bank said the transaction was authorized because a PIN was used. I received a letter that did not address what I asked. I filed this complaint because the company stopped responding. a company debited my account after I revoked authorisation. I was told someone would call back and nobody did. the amount taken was more than I authorised.,82.55,Closed with explanation,Yes,Yes
C3108181,2023-05-14,Checking or savings account,Problem with a lender or other company charging your account,REG_E,ATLAS FINANCIAL GROUP,large,WA,Web,Consent provided,the recurring payment kept coming after I cancelled. this is causing me real financial hardship. a company debited my account after I revoked authorisation. I was tricked into sending a payment by someone pretending to be the bank. I am attaching the statement showing the entry. I need this corrected in writing.,123.69,Closed with non-monetary relief,Yes,No
C3100052,2023-05-15,Debt collection,Attempts to collect debt not owed,FDCPA,CROWN SAVINGS & TRUST,large,PA,Web,Consent provided,this debt belongs to somebody else with a similar name. my account has been affected since 2023-03-30. the bank closed my account and would not say why. I have sent documents twice and they say they never arrived. this is causing me real financial hardship.,,Closed with non-monetary relief,Yes,Yes
C3103603,2023-05-15,Checking or savings account,Problem with a lender or other company charging your account,REG_E,NORTHSTAR RECOVERY LLC,small,NJ,Web,Consent provided,a company debited my account after I revoked authorisation. the company closed my case without telling me. the amount taken was more than I authorised. this is causing me real financial hardship.,145.85,Untimely response,No,No
C3106054,2023-05-15,Checking or savings account,Managing an account,REG_E,MERIDIAN NATIONAL BANK,large,MA,Web,Consent provided,the bank changed my account terms without notice. I have kept records of every call. I received a letter that did not address what I asked. the online portal does not show the case at all. I am asking for $96.12 to be returned to me.,96.12,Closed with monetary relief,Yes,No
C3106969,2023-05-15,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,I want an explanation of how the amount was calculated. someone used my debit card without my permission. the recurring payment kept coming after I cancelled. I have called 3 times about this.,104.06,Closed with explanation,Yes,Yes
C3106990,2023-05-15,Debt collection,Attempts to collect debt not owed,FDCPA,HARBOR CREDIT UNION,mid,IL,Referral,Consent provided,this debt belongs to somebody else with a similar name. the collector called me repeatedly in a single day. I am asking for $155.89 to be returned to me. I want an explanation of how the amount was calculated.,,Closed without relief,Yes,Yes
C3107224,2023-05-15,Debt collection,Written notification about debt,FDCPA,ATLAS FINANCIAL GROUP,large,TX,Postal mail,Consent provided,I received a letter that did not address what I asked. I contacted the company on 2023-02-28 and got nowhere. I have called 6 times about this. they could not produce validation of the debt.,,Closed with monetary relief,Yes,No
C3108194,2023-05-15,Checking or savings account,Problem with a lender or other company charging your account,REG_E,CROWN SAVINGS & TRUST,large,PA,Web,Consent provided,I was told someone would call back and nobody did. I am asking for $7.43 to be returned to me. the recurring payment kept coming after I cancelled. I asked for a supervisor and was refused. the amount taken was more than I authorised.,7.43,Closed with monetary relief,Yes,No
C3108441,2023-05-15,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,MERIDIAN NATIONAL BANK,large,NJ,Web,Consent provided,the representative put me on hold for over an hour. I want an explanation of how the amount was calculated. the same error came back after it was deleted. the fee involved was $92.51. this is causing me real financial hardship.,,Closed with monetary relief,Yes,No
C3108955,2023-05-15,Debt collection,Attempts to collect debt not owed,FDCPA,ATLAS FINANCIAL GROUP,large,MA,Web,Consent provided,they could not produce validation of the debt. the response I received was a form letter. this is causing me real financial hardship. the collector called me repeatedly in a single day. the online portal does not show the case at all.,,Closed with non-monetary relief,Yes,Yes
C3102077,2023-05-16,Credit card,"Other features, terms, or problems",REG_Z,PACIFIC UNION BANCORP,large,IL,Web,Consent provided,I am attaching the statement showing the entry. a benefit I was promised at application does not exist. I want an explanation of how the amount was calculated. I am asking the regulator to look at this.,281.25,Closed with non-monetary relief,Yes,No
C3104585,2023-05-16,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,PACIFIC UNION BANCORP,large,CA,Web,Consent provided,I filed this complaint because the company stopped responding. I contacted the company on 2023-02-27 and got nowhere. I am attaching the statement showing the entry. I want an explanation of how the amount was calculated. there are charges on my account I did not authorize.,153.75,Closed with explanation,Yes,Yes
C3105588,2023-05-16,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,ATLAS FINANCIAL GROUP,large,VA,Web,Consent provided,my account has been affected since 2023-04-27. the fee involved was $63.31. the same error came back after it was deleted. the furnisher verified the item without looking at my documents. I want an explanation of how the amount was calculated. I was transferred between 5 departments.,,Closed with explanation,Yes,Yes
C3107821,2023-05-16,Checking or savings account,Closing an account,REG_E,CROWN SAVINGS & TRUST,large,FL,Referral,Consent provided,I was told someone would call back and nobody did. the online portal does not show the case at all. the bank closed my account and would not say why.,61.2,Closed with monetary relief,Yes,No
C3100213,2023-05-17,"Payday loan, title loan, or personal loan",Struggling to repay your loan,REG_Z,MERIDIAN NATIONAL BANK,large,FL,Postal mail,Consent provided,the fees now exceed what I originally borrowed. I am asking the regulator to look at this. I have kept records of every call. my account has been affected since 2023-03-10. I contacted the company on 2023-03-10 and got nowhere.,210.68,Closed with explanation,Yes,No
C3101869,2023-05-17,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,CROWN SAVINGS & TRUST,large,TX,Web,Consent provided,someone used my debit card without my permission. there are charges on my account I did not authorize. nobody would escalate my case. this is causing me real financial hardship.,38.8,Closed with explanation,Yes,Yes
C3104602,2023-05-17,Debt collection,Communication tactics,FDCPA,MERIDIAN NATIONAL BANK,large,NY,Web,Consent provided,the representative put me on hold for over an hour. my account has been affected since 2023-03-14. I want this resolved before it affects my credit.,,Closed with explanation,Yes,No
C3106350,2023-05-17,Checking or savings account,Problem with a lender or other company charging your account,REG_E,MERIDIAN NATIONAL BANK,large,WA,Web,Consent provided,the amount taken was more than I authorised. my account has been affected since 2023-04-30. I received a letter that did not address what I asked. I am asking the regulator to look at this.,308.5,Closed with non-monetary relief,Yes,No
C3106676,2023-05-17,Checking or savings account,Managing an account,REG_E,MERIDIAN NATIONAL BANK,large,GA,Web,Consent provided,I could not get into online banking for days. I was transferred between 4 departments. I was not given a change in terms notice. the amount involved is $206.17. the bank changed my account terms without notice. I need this corrected in writing.,206.17,Closed with explanation,Yes,No
C3107652,2023-05-17,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,ATLAS FINANCIAL GROUP,large,IL,Web,Consent provided,I have called 9 times about this. the online portal does not show the case at all. an application was submitted in my name that I did not make. provisional credit was never applied while the investigation ran. I am asking the regulator to look at this. the bank said the transaction was authorized because a PIN was used. I am a customer of 9 years and this is how I am treated.,83.27,Closed with monetary relief,Yes,No
C3100391,2023-05-18,Checking or savings account,Managing an account,REG_E,MERIDIAN NATIONAL BANK,large,IL,Web,Consent provided,I could not get into online banking for days. the company closed my case without telling me. I am asking for $213.20 to be returned to me. my direct deposit went to the wrong account.,213.2,Closed with non-monetary relief,Yes,No
C3103587,2023-05-18,Debt collection,Attempts to collect debt not owed,FDCPA,CROWN SAVINGS & TRUST,large,MA,Web,Consent provided,the representative put me on hold for over an hour. I am attaching the statement showing the entry. this is causing me real financial hardship. I filed this complaint because the company stopped responding.,,Closed with explanation,Yes,No
C3104124,2023-05-18,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,HARBOR CREDIT UNION,mid,FL,Web,Consent provided,the company acknowledged the problem on the phone but not in writing. the furnisher verified the item without looking at my documents. I am asking the regulator to look at this.,,Closed without relief,Yes,No
C3105338,2023-05-18,Credit reporting,Incorrect information on your report,FCRA,PACIFIC UNION BANCORP,large,OH,Web,Consent provided,an account on my credit report is not mine. the fee involved was $50.12. the company acknowledged the problem on the phone but not in writing. my account has been affected since 2023-03-02.,,Closed with explanation,Yes,No
C3101420,2023-05-19,Credit card,"Other features, terms, or problems",REG_Z,PACIFIC UNION BANCORP,large,AZ,Phone,Consent provided,my credit limit was cut with no explanation. a benefit I was promised at application does not exist. I contacted the company on 2023-05-12 and got nowhere. I want this resolved before it affects my credit.,341.32,Closed with explanation,Yes,No
C3103005,2023-05-19,Credit card,Getting a credit card,REG_Z,NORTHSTAR RECOVERY LLC,small,FL,Phone,Consent provided,the recurring payment kept coming after I cancelled. the response I received was a form letter. the approval terms are not the terms that were advertised. I asked for a supervisor and was refused. nobody would escalate my case.,130.72,Closed with monetary relief,Yes,No
C3103676,2023-05-19,"Payday loan, title loan, or personal loan",Struggling to repay your loan,REG_Z,SUMMIT CARD SERVICES,mid,TX,Web,Consent provided,payments kept being taken after I asked them to stop. the amount taken was more than I authorised. the representative put me on hold for over an hour. the online portal does not show the case at all. I have disputed this 7 times now. the fees now exceed what I originally borrowed. I have sent documents twice and they say they never arrived.,58.9,Closed with monetary relief,Yes,No
C3105254,2023-05-19,Debt collection,Communication tactics,FDCPA,ATLAS FINANCIAL GROUP,large,NY,Phone,Consent provided,I am attaching the statement showing the entry. I need this corrected in writing. the caller threatened action they could not take. I was told someone would call back and nobody did. the company closed my case without telling me. they contacted me at work after I told them to stop.,,Untimely response,No,Yes
C3106156,2023-05-19,Credit reporting,Incorrect information on your report,FCRA,MERIDIAN NATIONAL BANK,large,CA,Web,Consent provided,I am a customer of 4 years and this is how I am treated. I have disputed this 4 times now. the account was paid but reports as charged off. I want an explanation of how the amount was calculated. an account on my credit report is not mine. there is a hard inquiry I never authorised.,,Closed without relief,Yes,No
C3106744,2023-05-19,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,SUMMIT CARD SERVICES,mid,NC,Web,Consent provided,the company closed my case without telling me. the company acknowledged the problem on the phone but not in writing. the online portal does not show the case at all. I was transferred between 4 departments. the furnisher verified the item without looking at my documents.,,Closed with explanation,Yes,No
C3100351,2023-05-20,Credit reporting,Incorrect information on your report,FCRA,PACIFIC UNION BANCORP,large,AZ,Postal mail,Consent provided,my account has been affected since 2023-03-23. I am attaching the statement showing the entry. I received a letter that did not address what I asked. this is causing me real financial hardship. I was told someone would call back and nobody did.,,Closed with explanation,Yes,No
C3100839,2023-05-20,Checking or savings account,Unauthorized transactions or other transaction problem,REG_E,BLUE RIDGE COLLECTIONS,mid,AZ,Web,Consent provided,the bank said the transaction was authorized because a PIN was used. I have kept records of every call. I was transferred between 5 departments.,226.24,Closed with monetary relief,Yes,No
C3101845,2023-05-20,"Money transfer, virtual currency, or money service",Money was not available when promised,REG_E,SUMMIT CARD SERVICES,mid,NC,Web,Consent provided,my account has been affected since 2023-04-26. I want an explanation of how the amount was calculated. the company acknowledged the problem on the phone but not in writing. the transfer was promised in minutes and took days. the company held the transfer for a review with no update.,82.9,Closed with explanation,Yes,Yes
C3100097,2023-05-21,Credit card,Charged fees or interest you didn't expect,REG_Z,SUMMIT CARD SERVICES,mid,GA,Postal mail,Consent provided,the promotional rate ended earlier than I was told. the terms of my account changed without notice. I was told someone would call back and nobody did. this is causing me real financial hardship. the company closed my case without telling me. I am a customer of 6 years and this is how I am treated.,58.28,Closed with non-monetary relief,Yes,No
C3100244,2023-05-21,Credit card,Getting a credit card,REG_Z,MERIDIAN NATIONAL BANK,large,WA,Web,Consent provided,I want this resolved before it affects my credit. the approval terms are not the terms that were advertised. my application was declined and I got no adverse action notice. I have called 4 times about this. my account has been affected since 2023-03-08.,129.51,Closed with explanation,Yes,No
C3101608,2023-05-21,Checking or savings account,Problem with a lender or other company charging your account,REG_E,CROWN SAVINGS & TRUST,large,AZ,Web,Consent provided,I contacted the company on 2023-03-19 and got nowhere. a company debited my account after I revoked authorisation. I received a letter that did not address what I asked.,46.47,Closed without relief,Yes,Yes
C3102624,2023-05-21,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,ATLAS FINANCIAL GROUP,large,GA,Referral,Consent provided,I was tricked into sending a payment by someone pretending to be the bank. this has been going on since 2023-05-16. I am asking the regulator to look at this.,73.96,Closed with explanation,Yes,Yes
C3107722,2023-05-21,Credit card,Problem with a purchase shown on your statement,REG_Z,MERIDIAN NATIONAL BANK,large,PA,Phone,Consent provided,I am a customer of 4 years and this is how I am treated. I was billed twice for the same purchase. the merchant billed me for goods that never arrived. I have been given a different answer every time I call.,114.26,Closed with monetary relief,Yes,Yes
C3108813,2023-05-21,Credit card,Getting a credit card,REG_Z,HARBOR CREDIT UNION,mid,MI,Web,Consent provided,this is causing me real financial hardship. I am a customer of 3 years and this is how I am treated. the company says it is following its policy but will not show me the policy. an application was submitted in my name that I did not make.,105.47,Closed without relief,Yes,No
C3108880,2023-05-21,Debt collection,Written notification about debt,FDCPA,ATLAS FINANCIAL GROUP,large,NY,Web,Consent provided,the notice did not state the amount of the debt. the amount involved is $16.06. they could not produce validation of the debt. the fee involved was $16.06. I am asking for $16.06 to be returned to me. I have been given a different answer every time I call. they contacted me at work after I told them to stop.,,Closed with explanation,Yes,Yes
C3102055,2023-05-22,Debt collection,Attempts to collect debt not owed,FDCPA,SUMMIT CARD SERVICES,mid,NY,Web,Consent provided,I am attaching the statement showing the entry. this debt belongs to somebody else with a similar name. I have disputed this 6 times now. my account has been affected since 2023-05-08. I have kept records of every call. the collector is chasing a debt that was already paid.,,Closed with explanation,Yes,Yes
C3102072,2023-05-22,Credit card,Problem with a purchase shown on your statement,REG_Z,SUMMIT CARD SERVICES,mid,CA,Web,Consent provided,I was told someone would call back and nobody did. I want an explanation of how the amount was calculated. the item went back but the credit never appeared.,257.53,Closed with non-monetary relief,Yes,No
C3104002,2023-05-22,Credit reporting,Problem with a company's investigation into an existing problem,FCRA,PACIFIC UNION BANCORP,large,GA,Web,Consent provided,I have been given a different answer every time I call. the fee involved was $95.97. I want this resolved before it affects my credit. I was told someone would call back and nobody did. I have kept records of every call.,,Closed with explanation,Yes,No
C3105990,2023-05-22,"Money transfer, virtual currency, or money service",Fraud or scam,REG_E,PACIFIC UNION BANCORP,large,NC,Web,Consent provided,I have kept records of every call. the company says it is following its policy but will not show me the policy. the company closed my case without telling me. I want this resolved before it affects my credit. the transfer could not be recalled once it left my account. I reported the scam the same day and the funds were already gone.,554.53,Closed with monetary relief,Yes,No
C3106410,2023-05-22,Checking or savings account,Managing an account,REG_E,BLUE RIDGE COLLECTIONS,mid,TX,Web,Consent provided,this has been going on since 2023-04-18. I contacted the company on 2023-04-18 and got nowhere. this is causing me real financial hardship. my account has been affected since 2023-04-18. the bank changed my account terms without notice.,102.98,Closed with non-monetary relief,Yes,No
C3107906,2023-05-22,Checking or savings account,Confusing or missing disclosures,REG_E,PACIFIC UNION BANCORP,large,IL,Web,Consent provided,nobody would escalate my case. the fee schedule was never given to me before the account opened. I have called 2 times about this. the company says it is following its policy but will not show me the policy. I was not given a change in terms notice. I want an explanation of how the amount was calculated.,426.32,Closed with explanation,Yes,No
C3108380,2023-05-22,Credit card,"Other features, terms, or problems",REG_Z,ATLAS FINANCIAL GROUP,large,VA,Phone,Consent provided,I have called 4 times about this. a fee appeared that no disclosure mentioned. the amount involved is $123.67. my credit limit was cut with no explanation. a benefit I was promised at application does not exist.,123.67,Closed with monetary relief,Yes,No
C3100522,2023-05-23,Debt collection,Written notification about debt,FDCPA,ATLAS FINANCIAL GROUP,large,WA,Referral,Consent provided,I am a customer of 5 years and this is how I am treated. nobody would escalate my case. the response I received was a form letter. I want this resolved before it affects my credit.,,Closed with non-monetary relief,Yes,No
C3101354,2023-05-23,Debt collection,Attempts to collect debt not owed,FDCPA,MERIDIAN NATIONAL BANK,large,MA,Postal mail,Consent provided,this has been going on since 2023-04-29. they could not produce validation of the debt. nobody would escalate my case.,,Closed with non-monetary relief,Yes,No
C3103116,2023-05-23,Credit card,Charged fees or interest you didn't expect,REG_Z,MERIDIAN NATIONAL BANK,large,CA,Web,Consent provided,I am asking the regulator to look at this. the promotional rate ended earlier than I was told. I was charged interest despite paying the balance in full. the representative put me on hold for over an hour.,21.97,Closed with monetary relief,Yes,No
C3103588,2023-05-23,Checking or savings account,Confusing or missing disclosures,REG_E,CROWN SAVINGS & TRUST,large,TX,Web,Consent provided,I was transferred between 6 departments. the company closed my case without telling me. I was not given a change in terms notice.,25.62,Closed with non-monetary relief,Yes,No
