application_id,month,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,phone_home_valid,phone_mobile_valid,has_other_cards,proposed_credit_limit,foreign_request,session_length_in_minutes,device_distinct_emails_8w,device_fraud_count,keep_alive_session,bank_months_count,fraud_bool
A719407,6,0.85,0.606,48,72,30,0.523,5.05,2750,5738.8,17469.6,12970.6,967,27,147,1,1,1,0,500,0,5.24,1,0,1,31,0
A719408,6,0.53,0.862,12,18,70,0.174,1.78,5161,2428.5,12980.4,17738.0,1435,35,139,1,0,1,0,500,0,7.76,2,0,1,-1,0
A719409,6,0.45,0.767,48,3,30,0.603,9.63,1679,0.0,0.0,0.0,1186,26,148,0,1,1,0,500,0,12.31,1,0,0,31,0
A719410,6,0.76,0.017,12,3,40,0.296,-1.0,3046,2713.7,13826.1,14449.8,807,34,159,0,0,1,0,200,0,0.1,1,0,1,-1,0
A719411,6,0.5,0.488,6,3,20,1.831,12.62,1522,1071.9,3675.4,2630.8,5,22,173,0,0,1,0,2000,0,0.1,1,0,1,8,0
A719412,6,0.31,0.594,48,-1,70,4.9,4.78,940,4841.1,16546.2,18866.7,1498,18,40,1,1,1,1,200,0,7.21,1,0,1,31,0
A719413,6,0.41,0.986,-1,9,70,1.647,12.45,2736,4922.6,16208.8,13913.7,2118,7,52,1,0,1,1,2000,0,4.2,1,1,0,31,0
A719414,6,0.45,0.531,48,3,20,1.594,3.03,5390,5795.2,31612.4,35015.9,1807,3,202,1,0,1,1,1500,0,1.04,1,0,1,-1,0
A719415,6,0.43,0.313,12,-1,70,3.608,-1.0,4571,10876.0,58275.1,80818.0,1457,39,150,1,0,1,0,200,0,4.42,1,0,1,3,0
A719416,6,0.45,0.803,12,120,40,1.072,-1.0,2347,6253.3,24856.3,30420.8,745,29,174,0,0,1,0,1000,0,4.13,3,0,1,22,0
A719417,6,0.42,0.234,12,9,40,1.966,20.61,4211,4473.3,21887.6,30087.8,2361,5,230,0,1,1,0,1000,0,7.86,1,0,0,3,0
A719418,6,0.42,0.255,6,9,30,3.97,7.0,1031,4919.3,17702.8,16957.2,305,5,149,0,1,1,0,500,0,3.73,1,0,1,8,0
A719419,6,0.51,0.451,48,120,50,0.699,-1.0,2148,4596.0,25219.2,34077.3,2130,35,43,1,0,1,1,2000,0,10.91,1,0,0,8,0
A719420,6,0.72,0.847,-1,120,40,0.533,-1.0,721,5088.1,27362.8,20157.7,1410,10,134,0,0,1,0,2000,0,7.76,1,0,1,22,0
A719421,6,0.54,0.745,-1,3,60,1.672,-1.0,5004,7814.1,37790.2,40187.6,173,13,209,1,0,1,0,1500,0,3.85,5,0,1,3,0
A719422,6,0.2,0.2,48,9,30,1.683,-1.0,2822,4073.1,14245.1,13055.5,805,30,96,0,1,0,0,1000,1,8.27,1,0,1,-1,0
A719423,6,0.71,0.047,12,120,40,1.958,-1.0,5282,2176.2,8200.6,10205.6,1653,22,156,0,1,1,0,2000,0,9.21,1,0,0,3,0
A719424,6,0.37,0.59,24,-1,30,4.032,12.72,3090,6166.8,18942.2,25797.0,2032,25,170,0,1,1,0,500,0,0.57,2,0,1,-1,0
A719425,6,0.49,0.22,96,120,40,1.236,15.38,4335,813.3,2466.5,1777.8,424,17,177,1,1,1,0,1500,0,7.37,1,0,1,8,0
A719426,6,0.82,0.155,24,18,40,1.683,-1.0,5020,8130.4,30430.4,26081.8,1435,30,166,0,0,1,1,1500,0,7.83,5,0,0,8,0
A719427,6,0.38,0.08,24,120,10,2.642,4.85,2890,5331.8,27281.1,22754.7,148,39,182,1,0,1,1,500,0,11.59,1,0,0,8,0
A719428,6,0.5,0.489,-1,72,60,0.898,18.23,1696,4984.2,23410.0,25224.2,525,24,147,1,0,1,0,200,0,5.06,1,0,1,8,0
A719429,6,0.99,0.689,6,120,50,0.246,2.77,4847,6778.4,24635.7,17893.7,618,10,225,1,0,1,0,200,0,6.93,1,0,1,-1,0
A719430,6,0.58,0.293,24,72,30,1.69,11.3,1934,3802.5,20822.2,24329.9,2253,30,-6,1,0,1,0,200,0,5.53,1,0,1,22,0
A719431,6,0.7,0.634,-1,-1,20,0.052,-1.0,478,0.0,0.0,0.0,1064,17,177,1,0,0,1,1000,0,7.45,1,0,1,8,0
A719432,6,0.35,0.272,6,-1,30,0.211,9.62,4021,5762.1,18551.2,13944.0,1569,7,26,1,1,1,1,2000,0,5.29,1,0,1,14,0
A719433,6,0.41,0.588,48,3,70,1.369,14.25,2625,2062.9,10620.7,13780.8,1878,38,208,1,1,1,0,1500,0,6.65,1,0,0,-1,0
A719434,6,0.03,0.449,24,36,60,4.55,-1.0,822,4523.1,22471.3,22279.5,1060,35,3,1,0,1,0,500,0,3.1,1,0,1,8,0
A719435,6,0.36,0.916,6,18,30,9.332,33.14,413,5750.9,28817.2,36387.1,1862,12,108,0,0,1,0,200,0,10.88,2,0,1,14,0
A719436,6,0.85,0.655,6,72,20,0.085,0.76,2145,5134.4,21102.3,25015.0,1790,8,145,0,0,1,0,500,0,3.45,1,0,0,3,0
A719437,6,0.21,0.587,-1,18,30,9.467,10.07,4861,0.0,0.0,0.0,1515,36,227,1,1,1,0,1000,0,8.33,1,0,1,31,0
A719438,6,0.99,0.92,96,-1,40,2.894,8.0,2320,5295.6,24997.9,24821.0,580,32,198,0,0,1,0,2000,0,5.63,1,0,1,3,0
A719439,6,0.55,0.39,-1,3,50,3.369,27.92,3202,5793.5,29112.8,32226.8,2068,37,229,1,1,1,0,1500,0,2.38,1,0,1,22,0
A719440,6,0.54,0.345,24,9,20,0.226,24.94,1692,5972.0,18142.7,19893.0,1088,27,167,1,0,1,1,1000,0,1.59,1,0,1,22,0
A719441,6,0.61,0.766,12,120,70,5.871,9.93,3234,7190.9,38692.9,49534.9,2201,14,208,0,1,1,0,500,0,5.27,1,0,1,31,0
A719442,6,0.99,0.956,96,120,20,0.034,7.62,1958,6968.9,25454.7,29593.3,1529,18,262,1,1,1,0,1500,0,0.1,1,0,1,3,0
A719443,6,0.45,0.525,12,-1,20,2.335,7.69,4121,6598.5,28995.3,20582.4,1558,14,250,1,0,1,1,1000,0,6.34,1,0,1,8,0
A719444,6,0.55,0.597,96,9,30,0.153,-0.48,1747,4188.7,20361.9,25056.3,604,1,140,0,1,1,1,1500,0,9.59,1,0,0,31,0
A719445,6,0.64,0.781,48,72,20,2.521,0.71,1680,6741.2,30667.2,39548.8,412,30,91,1,0,1,0,1000,0,12.67,1,0,0,-1,0
A719446,6,0.41,0.233,96,-1,20,0.191,5.45,4560,4775.6,20883.6,27056.6,1004,31,278,1,1,1,0,200,0,4.68,1,0,1,14,0
A719447,6,0.7,0.975,24,3,40,0.098,13.48,4683,527.0,2739.4,3669.6,858,4,159,1,1,0,0,1500,0,5.67,5,0,1,-1,0
A719448,6,0.72,0.575,96,36,30,0.462,20.89,2707,4459.8,17457.9,18760.2,2295,19,121,1,0,1,0,1000,0,5.78,1,0,1,31,0
A719449,6,0.48,0.067,12,18,20,7.242,-1.0,1296,5038.6,25130.1,25941.4,1015,29,117,1,1,0,1,1000,0,5.28,1,0,1,3,0
A719450,6,0.49,0.228,6,36,50,0.821,18.66,275,1055.0,4851.4,6660.5,1960,23,187,0,0,1,0,500,0,5.25,1,0,1,-1,0
A719451,6,0.49,0.036,12,36,40,6.137,15.87,1637,1989.4,7935.5,10102.0,1420,24,67,1,0,1,1,1000,0,9.39,1,0,0,14,0
A719452,6,0.3,0.207,-1,3,70,9.16,-1.0,1744,5901.9,28854.2,35059.4,247,6,114,0,1,1,0,1500,0,7.96,5,0,0,-1,0
A719453,6,0.47,0.68,96,18,30,0.89,4.31,4754,4806.9,18519.2,22783.7,899,22,156,0,1,1,0,200,0,12.27,1,0,0,31,0
A719454,6,0.69,0.628,12,9,20,0.587,10.79,2248,4690.0,20966.0,21521.5,256,37,160,0,0,1,0,200,0,5.03,1,0,0,8,0
A719455,6,0.74,0.996,12,3,70,6.841,17.05,3666,7233.6,30250.0,28962.5,958,5,201,1,0,1,0,1000,0,4.41,1,0,0,8,0
A719456,6,0.44,0.447,24,9,20,4.789,-1.0,4978,7911.6,41742.1,49827.6,1780,12,97,0,0,1,0,500,0,3.78,1,0,1,-1,0
A719457,6,0.31,0.163,6,72,60,6.379,6.88,4944,7131.4,35972.3,31837.2,906,22,90,1,1,1,1,2000,0,11.51,1,0,0,8,0
A719458,6,0.7,0.356,48,9,30,5.168,16.67,3722,2387.1,12973.1,14712.5,1672,32,222,1,0,1,0,2000,0,6.24,1,0,1,-1,0
A719459,6,0.74,0.769,-1,36,60,0.501,27.07,4554,5530.0,26737.4,19433.4,966,11,11,0,0,1,1,1500,1,4.92,1,0,1,31,0
A719460,6,0.87,0.881,24,120,50,0.136,20.97,2601,3284.7,14076.3,16507.2,1184,9,256,1,1,1,0,500,0,7.04,1,0,1,14,0
A719461,6,0.46,0.267,48,18,60,0.711,-1.0,3995,0.0,0.0,0.0,1297,28,269,0,1,1,0,200,0,4.71,1,0,1,3,0
A719462,6,0.62,0.377,-1,120,10,3.009,20.7,3411,4906.4,26399.3,28498.5,313,6,105,1,0,1,0,2000,0,11.68,1,0,1,8,0
A719463,6,0.25,0.555,96,18,40,1.165,20.39,5151,5589.4,26473.1,28451.5,2023,0,204,0,1,0,0,500,0,3.53,1,0,1,-1,0
A719464,6,0.67,0.013,24,72,40,8.187,16.93,2070,0.0,0.0,0.0,1309,0,200,1,0,1,0,1000,0,4.46,3,0,1,3,0
A719465,6,0.66,0.183,96,72,30,2.023,18.07,2640,9004.6,44183.9,58226.8,1082,28,179,0,1,1,0,1000,0,6.32,1,0,1,8,0
A719466,6,0.36,0.994,48,-1,30,3.366,12.94,4289,5887.4,23382.7,30020.8,1572,34,172,0,1,1,0,500,0,7.95,1,0,1,8,0
A719467,6,0.66,0.344,48,18,40,0.768,17.52,3579,6274.3,21430.5,15791.3,1775,33,121,1,1,0,0,1500,0,11.09,3,0,1,-1,0
A719468,6,0.84,0.973,6,3,30,0.699,-0.13,5467,6197.0,19276.0,21688.8,2132,38,135,0,0,1,0,1500,1,1.95,2,0,1,14,0
A719469,6,0.69,0.524,96,36,20,5.62,10.01,813,3571.7,14105.0,17227.3,1082,9,179,1,0,1,1,500,1,4.71,1,0,1,3,0
A719470,6,0.27,0.831,48,18,20,0.153,16.9,5383,4491.6,22230.2,27387.0,1409,31,173,1,0,0,0,500,0,3.26,1,0,0,14,0
A719471,6,0.51,0.005,48,36,40,1.101,8.15,1245,3316.7,13621.6,18811.7,41,39,230,1,0,1,0,1000,0,2.68,1,0,1,31,0
A719472,6,0.23,0.494,24,120,30,2.888,19.97,2891,6663.2,28023.1,22995.6,1517,5,135,0,0,1,0,2000,0,7.19,1,0,0,3,0
A719473,6,0.54,0.163,24,18,30,0.7,9.38,3596,7797.3,25571.7,28597.1,1913,4,233,1,0,1,0,200,1,5.33,1,0,1,3,0
A719474,6,0.7,0.256,96,72,60,0.722,1.45,656,7307.1,39555.1,46827.6,900,1,268,1,0,1,0,500,0,2.9,1,0,1,31,0
A719475,6,0.63,0.817,-1,3,40,0.085,14.24,1336,1693.5,5954.1,6361.7,816,14,151,0,0,1,0,1500,0,7.42,1,0,1,31,0
A719476,6,0.38,0.681,12,3,40,0.963,0.28,4360,710.4,3001.7,3977.7,2190,9,122,0,1,1,0,1500,0,3.95,1,0,1,-1,0
A719477,6,0.23,0.293,6,-1,40,2.614,-1.0,1636,392.6,2135.0,2014.9,1577,16,180,1,0,1,1,1000,0,1.81,1,0,1,31,0
A719478,6,0.63,0.034,6,-1,40,10.753,23.88,4145,12520.8,42298.6,53560.1,218,15,187,0,1,1,0,200,0,12.43,1,0,0,31,0
A719479,6,0.11,0.499,24,18,60,1.062,4.86,4640,7823.1,29190.4,39333.1,1947,18,95,1,0,1,1,1000,0,4.26,1,0,0,-1,0
A719480,6,0.67,0.172,96,72,70,8.179,2.5,1251,5151.5,21112.2,21839.7,779,29,183,0,0,1,0,2000,1,5.5,1,0,1,31,0
A719481,6,0.68,0.544,6,18,40,0.34,-1.0,833,7614.3,32224.0,27173.6,77,28,43,1,0,1,0,500,0,4.17,1,0,0,3,0
A719482,6,0.52,0.264,-1,72,10,1.589,15.21,1373,5994.9,21713.2,27375.3,1070,20,159,0,1,1,0,200,0,6.21,2,2,0,22,0
A719483,6,0.65,0.811,12,18,30,2.055,29.38,3105,1666.6,6861.1,6765.0,2046,34,183,0,0,1,0,1000,0,8.86,1,0,1,8,0
A719484,6,0.01,0.416,96,3,10,5.437,4.5,2878,7837.6,36982.9,50393.6,1868,22,139,1,0,1,0,1000,0,7.34,1,1,0,-1,1
A719485,6,0.23,0.462,6,3,30,0.465,6.71,5297,6360.3,24567.7,31136.2,1516,37,128,0,0,1,0,200,0,2.13,2,0,1,31,0
A719486,6,0.83,0.097,96,9,30,0.432,-1.0,368,6245.3,33689.5,46254.6,2377,36,107,1,1,1,1,1000,0,7.71,1,0,0,14,0
A719487,6,0.39,0.455,12,72,20,0.323,17.38,4027,5370.3,17649.2,16684.9,1094,18,143,1,0,1,0,500,0,5.38,1,0,1,31,0
A719488,6,0.73,0.489,24,-1,70,7.9,8.97,2375,4993.1,24440.1,27459.8,2385,33,165,0,1,1,0,1000,0,0.1,1,0,1,-1,0
A719489,6,0.74,0.737,24,3,30,1.598,24.32,2562,780.5,2743.5,2791.1,167,6,36,1,0,1,0,200,0,5.54,1,0,1,-1,0
A719490,6,0.64,0.306,-1,120,20,0.117,4.68,2964,6757.3,26112.0,21998.1,2039,31,83,1,0,1,0,2000,0,3.0,1,0,1,22,0
A719491,6,0.74,0.654,48,120,30,0.228,10.29,2276,1640.3,6515.7,7025.1,2092,0,132,0,0,1,0,2000,0,3.18,1,0,1,31,0
A719492,6,0.45,0.737,96,9,30,2.224,14.56,2993,3011.7,11901.3,8696.0,761,38,202,1,1,1,0,2000,0,7.55,2,1,1,31,0
A719493,6,0.22,0.129,-1,-1,40,6.752,1.69,3072,3261.6,11982.5,9175.6,1509,19,81,0,1,1,0,200,0,2.46,1,0,1,3,0
A719494,6,0.57,0.497,96,-1,30,1.311,16.63,5057,10862.9,40888.5,35850.7,1638,19,204,0,0,1,0,1500,0,4.82,1,0,1,3,0
A719495,6,0.65,0.941,12,9,40,0.054,8.9,4176,8191.2,30095.0,21110.6,2315,33,170,1,0,1,0,2000,0,1.3,1,1,1,-1,0
A719496,6,0.49,0.078,12,3,40,0.731,-1.0,3912,3348.6,11101.3,11718.8,1376,13,91,1,0,1,1,1500,0,5.93,1,0,1,-1,0
A719497,6,0.68,0.364,-1,9,50,0.808,8.52,1916,645.3,2833.8,2124.7,483,8,182,0,0,1,0,500,0,4.06,1,0,1,-1,0
A719498,6,0.81,0.867,48,72,60,2.115,17.77,4872,1206.1,4771.9,4304.2,225,5,112,1,0,1,0,500,0,5.97,1,0,1,22,0
A719499,6,0.6,0.231,-1,9,10,0.372,-1.0,67,2872.5,12696.3,9273.8,1219,21,148,1,0,0,0,500,0,6.06,2,0,1,31,0
A719500,6,0.01,0.925,24,36,20,3.756,16.5,218,10613.7,48434.7,63505.5,2205,21,187,0,1,1,0,1500,0,8.91,1,0,0,31,0
A719501,6,0.64,0.433,48,18,20,8.372,11.64,2856,5710.7,20413.6,17145.6,1407,16,168,1,1,1,0,1500,1,7.9,1,0,1,8,0
A719502,6,0.54,0.218,-1,120,30,2.306,11.74,1361,7408.8,31920.5,37991.4,923,34,248,0,1,1,0,1000,0,5.26,3,0,0,31,1
A719503,6,0.78,0.562,-1,120,20,9.603,2.87,2203,3526.8,18434.1,16092.2,1859,26,145,1,0,1,1,2000,0,10.56,1,0,1,8,0
A719504,6,0.47,0.529,12,36,10,5.414,7.45,5450,6056.5,25602.3,23314.0,1421,10,157,1,0,1,0,200,0,1.32,5,0,1,14,0
A719505,6,0.78,0.295,24,9,40,0.162,-0.32,1526,5974.5,18467.3,22563.6,486,20,201,1,0,0,0,200,0,1.73,1,0,0,14,0
A719506,6,0.76,0.265,48,-1,30,5.984,3.46,1474,10421.1,45247.1,38510.4,84,7,-7,1,1,1,0,200,0,4.17,1,0,0,8,0
A719507,6,0.92,0.913,48,36,40,1.924,17.98,2377,2191.2,7103.5,8234.5,958,8,170,1,1,1,0,1500,0,4.32,1,0,1,-1,0
A719508,6,0.01,0.022,24,120,40,0.54,15.34,377,4727.9,22790.3,22810.5,322,39,239,1,0,0,1,2000,0,8.55,1,0,0,3,0
A719509,6,0.66,0.801,96,120,40,3.411,9.53,761,4768.7,25513.2,27401.0,1105,21,120,1,0,1,1,1500,0,0.52,1,0,1,22,0
A719510,6,0.69,0.285,48,36,60,10.385,6.16,2361,8098.2,37070.2,34368.1,182,35,200,0,0,1,0,1500,0,5.33,1,0,1,8,0
A719511,6,0.47,0.426,12,3,30,1.341,-1.0,1672,12058.6,51607.7,51543.4,1087,14,144,0,0,0,0,1000,0,7.72,1,0,1,14,0
A719512,6,0.33,0.163,-1,72,40,5.348,4.6,5451,2669.6,9975.1,11081.6,163,1,199,0,1,1,0,1000,0,9.43,1,0,0,31,0
A719513,6,0.59,0.772,-1,-1,30,0.287,9.9,1901,5506.5,26968.1,30448.5,217,40,67,1,0,1,0,500,0,4.01,1,0,0,14,0
A719514,6,0.58,0.482,-1,18,20,0.296,15.43,5381,7562.9,25530.7,27833.1,427,16,132,1,1,1,0,1500,0,0.63,1,0,0,31,0
A719515,6,0.46,0.269,6,120,30,1.262,11.48,3216,8715.1,33445.5,35843.2,183,29,122,1,1,1,0,1000,0,7.67,1,0,1,31,0
A719516,6,0.46,0.35,48,9,10,1.311,17.51,3233,6504.4,21994.8,29595.6,1981,31,143,1,0,1,0,1000,0,10.42,1,0,0,-1,0
A719517,6,0.93,0.26,96,9,40,2.33,-1.0,889,3569.2,17806.0,23237.1,2096,16,180,1,1,1,0,2000,0,5.11,1,1,1,3,0
A719518,6,0.29,0.008,12,3,70,1.459,19.03,1184,5377.7,17157.0,16303.4,1244,38,211,0,1,1,0,1000,0,2.51,1,0,1,14,0
A719519,6,0.08,0.421,96,72,60,3.81,37.09,4358,8548.7,37031.8,31124.2,1777,3,106,1,0,1,0,1000,0,4.73,5,0,1,-1,0
A719520,6,0.94,0.693,96,3,70,1.249,3.77,2214,2605.1,8587.7,8564.7,26,17,105,1,0,1,0,1500,0,7.76,1,0,1,3,0
A719521,6,0.8,0.369,12,36,30,0.187,9.2,3978,9858.6,40497.6,29517.3,75,20,245,1,0,0,0,1000,0,8.87,3,0,1,31,0
A719522,6,0.74,0.533,96,3,30,0.054,-1.0,2139,5958.5,28794.3,29199.8,317,39,167,0,1,1,0,500,0,2.49,3,0,1,31,0
A719523,6,0.3,0.302,12,-1,60,4.633,30.06,1441,6660.0,29755.3,30316.7,1371,25,103,0,0,1,0,2000,0,6.97,1,1,1,31,1
A719524,6,0.4,0.39,6,72,30,0.847,18.37,4833,5733.7,30171.6,32265.7,2093,19,72,0,0,1,0,200,0,4.66,1,0,0,31,0
A719525,6,0.77,0.83,96,36,40,5.546,13.82,53,6211.8,33435.2,26070.7,576,13,116,0,1,1,1,200,0,1.77,2,0,1,3,0
A719526,6,0.71,0.033,48,9,70,1.778,-1.0,826,5135.3,19574.5,24033.3,506,20,250,0,0,1,0,2000,0,6.82,1,0,0,8,0
A719527,6,0.44,0.402,-1,120,40,1.348,8.2,772,6054.7,22151.0,29189.5,1947,19,142,1,1,1,0,200,0,1.57,1,0,0,3,0
A719528,6,0.76,0.127,6,18,40,1.595,6.08,4621,9421.3,51428.3,59287.0,1925,2,232,0,0,1,1,1000,0,9.48,1,0,1,3,0
A719529,6,0.45,0.902,48,120,40,0.342,6.47,5077,4063.9,15887.7,15252.4,608,28,290,1,1,0,0,1500,0,4.62,1,0,1,31,0
A719530,6,0.89,0.587,6,-1,20,3.858,19.55,449,851.6,3498.9,3195.6,494,1,181,1,0,1,0,500,0,10.18,1,0,0,31,0
A719531,6,0.35,0.388,24,18,40,4.851,-1.0,2706,3804.6,16554.0,15884.4,2081,33,123,1,0,1,1,500,1,4.02,1,0,1,3,0
A719532,6,0.47,0.949,96,-1,60,1.574,5.62,3021,257.7,1328.9,1491.3,805,10,220,1,0,1,0,1000,0,8.41,5,0,1,14,0
A719533,6,0.36,0.187,24,72,20,1.641,19.95,566,1894.3,9807.6,7753.7,592,21,159,1,1,1,0,200,0,5.62,9,0,1,-1,1
A719534,6,0.34,0.05,96,-1,30,2.866,6.54,2639,2419.3,8484.5,11672.9,2057,22,48,1,1,1,0,2000,0,3.04,3,0,1,-1,1
A719535,6,0.56,0.595,24,9,40,5.2,10.93,830,6129.7,18463.6,19229.3,2104,40,63,0,0,1,1,2000,0,2.78,1,0,0,8,0
A719536,6,0.79,0.783,96,120,10,0.901,1.24,2341,9824.8,42790.9,40713.9,2050,19,88,1,0,1,1,1500,0,6.68,1,0,0,-1,0
A719537,6,0.76,0.424,6,-1,30,0.522,8.68,750,2126.7,8568.8,6963.9,430,34,131,1,1,1,0,1500,0,7.23,1,0,1,3,0
A719538,6,0.32,0.166,48,-1,30,2.077,2.57,487,3850.0,19266.1,13747.8,2348,4,174,1,1,1,1,2000,0,3.09,2,0,0,14,0
A719539,6,0.67,0.886,12,3,30,3.306,20.0,5380,8418.9,29868.5,23894.0,706,36,220,1,0,1,0,2000,0,0.2,1,0,1,3,0
A719540,6,0.18,0.703,24,72,30,6.8,-1.0,2037,1947.8,8450.0,7827.2,1193,18,134,1,1,1,0,1000,0,4.07,1,0,1,8,0
A719541,6,0.68,0.926,12,72,30,2.161,7.24,5144,8224.5,45233.7,56373.2,1471,5,111,1,0,1,1,500,0,2.21,1,0,0,8,0
A719542,6,0.47,0.338,48,3,30,0.067,17.05,2743,9523.9,48950.4,58727.6,625,3,171,1,0,1,0,1000,0,2.38,1,0,0,31,0
A719543,6,0.61,0.085,12,72,20,1.885,20.6,3487,3048.4,15991.3,19542.1,561,6,148,1,0,1,0,200,0,3.91,1,0,1,-1,0
A719544,6,0.78,0.667,6,120,40,0.01,3.9,4522,7696.1,28008.4,27350.5,1672,32,137,1,1,1,1,200,0,4.83,1,0,1,31,0
A719545,6,0.63,0.749,48,72,30,1.338,15.01,104,4520.7,20365.3,14729.7,871,24,177,1,0,1,0,1500,0,1.4,1,0,1,14,0
A719546,6,0.58,0.734,48,9,40,1.156,19.74,5203,8133.4,31013.4,42307.5,2393,3,130,1,0,1,1,200,0,4.42,1,1,0,3,0
A719547,6,0.31,0.589,6,72,10,0.58,2.16,4144,3981.6,12458.2,11199.6,1021,10,161,0,1,1,0,1000,0,2.43,1,0,1,14,0
A719548,6,0.19,0.28,-1,9,60,2.358,15.25,4375,7134.9,22446.0,17404.6,583,6,150,1,1,1,0,500,0,4.64,1,0,0,8,0
A719549,6,0.53,0.411,12,72,40,3.794,13.51,806,6014.8,32951.1,23185.0,939,13,156,1,0,1,0,2000,0,9.15,1,0,0,22,0
A719550,6,0.56,0.518,96,120,30,0.589,18.71,1117,0.0,0.0,0.0,173,6,81,0,1,1,0,500,0,7.89,1,0,1,8,0
A719551,6,0.8,0.259,12,-1,40,0.304,0.45,5327,7215.7,24194.2,28624.3,1615,29,193,0,0,1,0,500,0,3.12,1,0,1,8,0
A719552,6,0.58,0.533,6,9,60,3.944,29.12,1458,4104.8,17179.4,16318.3,2256,1,176,1,1,1,1,2000,0,0.1,1,0,0,14,0
A719553,6,0.5,0.595,12,120,20,0.055,21.1,449,5769.8,23122.4,17534.2,424,18,169,0,0,1,1,1500,0,6.8,2,0,0,3,0
A719554,6,0.55,0.206,96,18,40,0.751,12.0,3290,4261.7,20394.8,16464.3,2048,34,121,1,1,1,0,500,0,1.29,1,0,1,31,0
A719555,6,0.23,0.52,12,36,30,2.693,43.9,4995,3687.1,16727.5,21214.1,723,13,89,1,0,1,1,2000,0,10.38,1,0,1,31,0
A719556,6,0.22,0.703,12,72,40,0.272,9.13,5078,11126.9,43691.0,52121.2,1039,5,275,1,0,1,0,2000,0,2.1,2,0,1,8,0
A719557,6,0.6,0.054,12,18,20,4.087,13.1,4826,4014.8,12130.4,16842.6,2090,28,212,0,1,1,1,200,0,5.9,1,0,1,3,0
A719558,6,0.53,0.276,6,-1,40,4.95,6.53,2374,9190.3,48572.2,59045.6,909,2,168,0,0,1,0,500,0,6.88,1,0,0,22,0
A719559,6,0.65,0.401,-1,-1,60,0.803,22.2,5264,5216.0,22456.0,31151.1,990,0,211,0,1,0,0,2000,0,10.13,3,0,1,14,0
A719560,6,0.39,0.723,24,3,30,6.012,-1.0,3740,1195.8,5151.7,6164.1,1905,18,209,1,1,1,0,2000,0,8.24,1,0,0,-1,0
A719561,6,0.61,0.673,6,120,10,0.573,22.22,1948,6720.5,23505.3,16732.9,1943,22,85,1,0,1,1,200,0,6.84,1,0,1,14,0
A719562,6,0.35,0.417,48,120,30,0.203,-1.0,2222,4891.2,14877.4,15856.0,1876,35,205,1,1,1,0,2000,0,0.1,2,0,0,-1,0
A719563,6,0.43,0.229,96,72,40,3.984,14.47,4762,10711.3,46886.2,46778.2,1884,26,223,0,0,1,0,1500,0,13.4,3,2,0,8,0
A719564,6,0.71,0.402,48,3,20,16.971,22.16,3203,10614.0,35930.4,30472.5,1940,8,200,0,0,1,0,200,0,6.13,1,0,0,14,0
A719565,6,0.63,0.814,-1,72,20,0.388,1.53,5249,2072.4,7689.9,8317.1,1071,40,74,0,1,1,0,500,0,5.69,1,0,0,3,0
A719566,6,0.48,0.259,24,72,40,4.317,-1.0,4160,1583.0,7178.7,7814.7,2191,25,127,1,1,1,0,1000,0,2.92,1,0,0,31,0
A719567,6,0.86,0.262,-1,36,30,6.301,14.45,154,0.0,0.0,0.0,883,4,266,1,0,0,0,1500,0,6.72,1,0,0,3,0
A719568,6,0.39,0.048,12,-1,50,2.573,0.89,3875,4307.0,13762.6,11622.1,271,37,100,1,1,1,1,200,0,8.99,1,0,1,3,0
A719569,6,0.36,0.101,-1,120,20,0.082,22.16,3276,5305.1,19097.1,24641.2,2116,38,232,1,1,1,0,1500,0,13.39,1,0,1,22,0
A719570,6,0.64,0.34,-1,120,30,0.007,14.77,305,1975.5,7588.2,7483.6,2290,1,279,1,0,1,0,200,0,3.69,1,1,1,14,0
A719571,6,0.84,0.747,24,18,20,0.53,-1.0,4686,8072.7,37802.4,46857.4,1299,4,139,1,0,1,1,500,0,9.88,1,0,1,14,0
A719572,6,0.64,0.738,12,-1,60,0.259,12.22,5169,6208.5,25891.3,20475.8,1107,21,171,1,0,1,0,200,0,10.53,1,0,0,14,0
A719573,6,0.49,0.571,-1,120,20,0.612,1.39,985,3812.6,15802.8,21766.1,1960,22,93,1,0,1,0,500,0,0.1,1,0,0,-1,0
A719574,6,0.62,0.426,-1,72,20,0.536,-1.0,4316,7661.8,24774.7,19808.6,1603,21,184,0,1,1,1,2000,0,6.19,1,0,0,31,0
A719575,6,0.89,0.281,96,-1,30,1.66,18.92,4939,1119.4,5589.2,4420.0,421,14,133,1,0,1,0,1000,0,8.21,1,0,0,14,0
A719576,6,0.5,0.714,12,18,30,2.269,22.53,1082,9264.4,34471.7,47594.2,413,32,183,1,0,1,0,200,0,6.44,1,0,1,-1,0
A719577,6,0.76,0.815,12,72,70,1.544,10.72,163,3838.3,18073.8,20722.9,1895,25,140,0,0,1,0,200,0,7.38,1,0,0,3,0
A719578,6,0.28,0.474,-1,3,30,2.375,-1.0,4826,3257.4,17684.8,17357.4,72,16,88,0,1,1,0,200,0,5.76,1,0,1,8,0
A719579,6,0.95,0.771,96,36,20,7.569,2.44,92,11300.7,36392.7,38693.9,1828,30,172,1,0,1,1,1000,0,3.23,5,0,1,22,0
